bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,month,year,real_price,predict_price
3,2.5,3440,103672,2.0,0,0,3,9,3440,0,1990,0,47.3895,-121.986,2710,112820,9,2014,560000.0,677386.9
4,1.75,1790,7175,1.5,0,0,3,6,1410,380,1900,0,47.4963,-122.318,1790,8417,7,2014,179000.0,294930.16
6,2.0,2500,5200,1.0,0,0,3,8,1250,1250,1966,0,47.5517,-122.268,1800,5200,2,2015,415000.0,492617.72
2,1.0,1060,8000,1.0,0,0,3,6,1060,0,1941,0,47.5088,-122.333,1390,8000,7,2014,205000.0,233238.0
4,2.0,2590,7220,2.0,0,2,4,10,2590,0,1930,0,47.647,-122.41,2530,6380,4,2015,1175000.0,1342136.4
4,2.75,3020,7203,2.0,0,0,3,9,3020,0,2014,0,47.6948,-122.178,3010,7215,7,2014,879950.0,970214.1
4,1.0,1330,7980,1.5,0,0,3,6,1330,0,1952,0,47.492,-122.333,1570,8588,10,2014,249950.0,251614.81
3,2.0,1510,3760,1.0,0,0,5,7,930,580,1925,0,47.5425,-122.39,1510,3760,4,2015,520000.0,603404.75
2,1.5,1790,3760,1.5,0,0,4,8,1280,510,1928,0,47.6871,-122.373,1540,5080,10,2014,460000.0,691955.4
3,1.75,2010,9417,1.0,0,0,4,8,1500,510,1967,0,47.373,-122.185,1200,8250,8,2014,335000.0,291509.72
2,1.0,800,6050,1.0,0,0,4,6,800,0,1944,0,47.5001,-122.242,880,6050,10,2014,225000.0,211429.33
3,2.5,3420,25150,1.0,0,0,4,10,1750,1670,1987,0,47.5706,-122.152,2900,19604,7,2014,789900.0,1001085.44
5,1.75,2190,8250,1.0,0,2,3,7,1190,1000,1963,0,47.4887,-122.223,2570,8250,1,2015,250000.0,369798.44
3,1.75,1140,1201,2.0,0,0,3,8,1140,0,2014,0,47.5637,-122.295,1210,1552,7,2014,230000.0,359018.16
5,2.5,1720,10202,1.5,0,0,3,7,1720,0,1970,0,47.4572,-122.167,1720,8478,8,2014,206325.0,298620.1
5,3.5,4060,8309,2.0,0,0,3,9,2960,1100,2001,0,47.757,-122.228,1730,11711,4,2015,630000.0,773036.8
3,3.0,2780,6000,2.0,0,0,3,9,2780,0,2013,0,47.5184,-121.886,2850,6000,5,2015,625000.0,676250.6
6,3.0,2880,7560,2.0,0,0,3,7,2880,0,1980,0,47.5959,-122.3,1470,1815,8,2014,525000.0,659860.2
3,1.75,1150,6600,1.5,0,0,4,6,1150,0,1970,0,47.6709,-122.185,1530,6600,8,2014,370000.0,458912.03
4,2.5,2400,6811,2.0,0,0,3,8,2400,0,2007,0,47.4959,-122.15,2710,5314,11,2014,456500.0,497012.12
4,3.0,3000,4000,1.5,0,3,3,8,1970,1030,1913,2014,47.5744,-122.307,1900,4000,5,2014,688000.0,857103.4
2,1.75,1320,7540,1.0,0,0,3,7,1320,0,1968,0,47.3634,-122.052,1570,7540,2,2015,269950.0,253540.7
2,1.0,1100,4200,1.0,0,0,3,7,1100,0,1954,0,47.5312,-122.392,1240,4000,6,2014,343566.0,398605.34
5,2.5,2810,6000,2.5,0,0,3,9,2810,0,1907,0,47.6367,-122.35,2240,4800,10,2014,1169000.0,1278340.0
3,1.75,2930,19876,1.0,0,0,3,9,2030,900,1993,0,47.7443,-122.17,2740,11499,5,2014,600000.0,633118.9
3,2.5,1700,4125,2.0,0,0,3,7,1700,0,2004,0,47.5305,-121.854,1970,4105,4,2015,403000.0,392215.34
4,3.0,2420,12000,1.0,0,0,3,9,2420,0,1984,0,47.7267,-122.063,3100,13020,9,2014,725000.0,690480.6
4,1.75,1980,9000,1.0,0,0,2,7,1480,500,1978,0,47.3071,-122.381,1980,9360,6,2014,213000.0,249991.2
2,1.0,700,20130,1.0,0,0,3,6,700,0,1949,0,47.4752,-122.271,1490,18630,4,2015,84000.0,208928.62
3,2.0,3120,9400,1.0,0,0,5,9,1820,1300,1978,0,47.5612,-122.15,2770,9500,8,2014,855000.0,908982.9
4,2.5,2680,7200,1.0,0,0,3,8,1380,1300,1952,2013,47.6835,-122.187,1950,8520,5,2014,800000.0,811371.5
3,1.0,1140,8144,1.0,0,0,3,7,1140,0,1956,0,47.7464,-122.317,1150,8144,8,2014,277000.0,291825.4
4,2.5,2120,9163,1.0,0,0,4,8,1450,670,1961,0,47.5551,-122.172,2120,9166,9,2014,550000.0,598769.5
1,1.0,710,4000,1.0,0,0,4,6,610,100,1928,0,47.6562,-122.354,1440,4500,2,2015,390000.0,438239.03
3,1.0,1270,6612,1.5,0,3,3,7,1270,0,1927,0,47.5433,-122.264,2100,7680,4,2015,518000.0,651210.44
3,2.5,1790,4065,2.0,0,0,3,8,1790,0,2009,0,47.7344,-121.965,2480,4252,10,2014,366000.0,420893.4
3,2.5,2430,5866,2.0,0,0,3,7,2430,0,2009,0,47.5158,-121.871,2380,5866,1,2015,471500.0,465327.6
4,2.75,3620,35429,2.0,0,0,3,10,3620,0,2006,0,47.4238,-122.098,3310,54193,4,2015,680000.0,702221.9
4,3.0,3990,7838,2.0,0,0,3,9,3990,0,2003,0,47.6857,-122.046,3370,6814,9,2014,810000.0,988997.44
3,1.0,1230,9720,1.0,0,0,5,7,1230,0,1969,0,47.3266,-122.138,1230,9720,12,2014,220000.0,233633.61
4,3.75,3480,14850,1.0,0,4,3,9,1870,1610,1951,2013,47.6227,-122.216,4780,18480,3,2015,2500000.0,1973598.9
2,1.0,990,3000,1.0,0,0,4,6,990,0,1918,0,47.6839,-122.345,1120,3000,7,2014,409950.0,455587.22
5,2.5,3020,21441,1.0,0,0,4,8,1510,1510,1978,0,47.3392,-122.131,1610,16445,6,2014,320000.0,362409.22
4,2.5,2790,7938,2.0,0,0,3,9,2790,0,1997,0,47.6223,-122.026,2780,7779,6,2014,764000.0,741022.75
4,3.0,4460,6833,2.0,0,0,3,10,3140,1320,1955,2007,47.6342,-122.289,3130,7450,7,2014,1910000.0,2294037.2
3,2.5,2330,1987,2.0,0,4,3,9,1410,920,2004,0,47.6735,-122.405,2640,5250,5,2014,732000.0,1088606.0
4,2.5,2540,4241,2.0,0,0,3,8,2540,0,2009,0,47.7073,-122.112,3010,4929,10,2014,717000.0,739157.1
4,2.5,2890,9045,2.0,0,0,3,8,2890,0,2001,0,47.7385,-121.965,2840,10114,8,2014,550000.0,542869.3
3,1.5,1370,9000,1.0,0,0,3,7,1370,0,1962,0,47.4973,-122.328,1400,9075,7,2014,225000.0,271250.03
4,4.5,4920,270236,2.0,0,3,3,10,3820,1100,2006,0,47.4695,-121.775,4920,260924,12,2014,1042000.0,1027764.75
3,2.0,1010,7380,1.0,0,0,3,7,1010,0,1982,0,47.6273,-122.062,1650,9030,4,2015,385000.0,409683.16
3,1.75,1470,10390,1.0,0,0,3,7,1470,0,1989,0,47.4192,-122.201,1770,7507,10,2014,262500.0,264637.16
5,2.75,2520,16100,1.0,0,3,4,8,1570,950,1960,0,47.528,-122.224,2760,16988,6,2014,896000.0,806644.75
4,3.25,3740,12080,1.0,0,0,3,10,2000,1740,1988,0,47.7214,-122.056,4210,15277,5,2014,1085000.0,865722.6
2,1.0,1420,81892,1.0,0,0,3,7,1180,240,1956,0,47.4342,-122.195,1490,1863,5,2014,360000.0,261491.81
4,2.5,1620,219542,2.0,0,0,3,7,1620,0,1980,0,47.4014,-122.069,2240,217800,2,2015,365000.0,423576.88
3,2.0,1200,7320,1.0,0,0,3,7,1200,0,1955,0,47.6986,-122.286,1750,8220,4,2015,460000.0,509022.2
3,2.0,1640,9234,1.0,0,0,5,7,1060,580,1967,0,47.5162,-122.274,2230,10354,12,2014,319000.0,393454.6
2,1.5,940,1768,2.0,0,0,3,7,940,0,2009,0,47.5925,-122.295,1130,1159,6,2014,362500.0,337214.6
3,2.5,2140,40173,2.0,0,0,4,8,2140,0,1990,0,47.4786,-122.066,2380,43016,10,2014,545000.0,527195.4
3,2.25,1410,8909,2.0,0,2,3,7,1410,0,1988,0,47.3983,-122.31,2050,8909,9,2014,318000.0,302277.53
3,2.25,1170,1249,3.0,0,0,3,8,1170,0,2014,0,47.6722,-122.381,1350,1310,5,2014,519950.0,484345.72
4,2.5,2250,11349,2.0,0,0,3,8,2250,0,1991,0,47.7111,-122.239,2110,9964,7,2014,572650.0,643641.5
3,2.5,1440,5434,2.0,0,0,3,7,1440,0,2003,0,47.6818,-122.034,1560,3770,11,2014,440000.0,432663.97
2,1.0,1240,5000,1.0,0,0,3,7,1000,240,1920,0,47.6634,-122.351,1480,3500,10,2014,645000.0,596743.1
4,2.5,2870,5118,2.0,0,0,3,9,2870,0,2006,0,47.5544,-121.99,2940,4800,12,2014,725000.0,726280.25
4,2.25,2010,15375,1.0,0,0,4,8,2010,0,1957,0,47.5956,-122.174,1930,15375,2,2015,660000.0,785267.3
3,2.25,1230,1238,2.0,0,0,3,8,1080,150,2009,0,47.6519,-122.384,1230,953,6,2014,435000.0,519331.16
3,2.25,2510,12013,2.0,0,0,3,8,2510,0,1988,0,47.3473,-122.314,1870,8017,1,2015,358000.0,344578.3
4,2.75,2720,4613,2.0,0,0,3,9,2720,0,2005,0,47.7352,-122.223,2830,4836,6,2014,594000.0,649008.8
4,2.5,2800,10786,1.0,0,0,3,8,1420,1380,1970,0,47.5959,-122.116,2140,10788,7,2014,605000.0,633320.75
4,1.75,2190,8400,2.0,0,0,2,8,2190,0,1978,0,47.3003,-122.373,2410,7700,1,2015,286000.0,314007.6
3,1.75,1430,8505,1.0,0,0,4,7,1430,0,1968,0,47.3173,-122.319,1190,8640,12,2014,225000.0,234611.53
4,2.5,3070,5936,2.0,0,0,3,9,3070,0,2005,0,47.5902,-121.988,3160,5936,8,2014,731000.0,764321.1
3,1.75,1850,2797,1.0,0,0,3,8,1150,700,1977,0,47.6871,-122.336,1450,4599,4,2015,580000.0,615260.0
1,1.0,700,2550,1.0,0,0,3,6,700,0,1954,0,47.6783,-122.383,1330,4110,3,2015,415000.0,421582.16
4,2.5,4090,215186,2.0,0,0,4,8,3670,420,1979,0,47.2964,-122.116,2430,142005,5,2015,640000.0,632422.56
4,1.0,1860,8505,1.0,0,0,4,7,1860,0,1955,0,47.4406,-122.194,1560,8505,10,2014,265000.0,287033.0
3,1.5,1420,22100,1.0,0,0,5,7,1420,0,1957,0,47.4193,-122.149,1540,21780,11,2014,269900.0,320189.47
3,2.5,2430,5715,2.0,0,0,3,7,2430,0,1999,0,47.3718,-122.168,3040,5702,4,2015,342000.0,364206.12
5,2.5,2030,8400,1.0,0,0,3,7,1330,700,1968,0,47.6713,-122.152,1920,8400,4,2015,500000.0,567545.3
4,3.5,1460,951,3.0,0,0,3,8,1460,0,2008,0,47.6821,-122.326,1430,1282,8,2014,580000.0,540898.2
2,1.75,1620,113862,1.5,0,0,3,7,1620,0,1995,0,47.4821,-121.719,1560,54806,11,2014,439000.0,429299.1
3,1.75,1400,9546,1.0,0,0,4,7,1400,0,1984,0,47.3179,-122.331,1660,8550,7,2014,217500.0,243408.8
3,1.5,2680,4775,2.0,0,2,5,8,1880,800,1913,0,47.6333,-122.347,2280,5947,6,2014,1355000.0,1186275.0
4,2.5,1954,4805,2.0,0,0,3,8,1954,0,2005,0,47.4297,-122.19,1714,3259,7,2014,340000.0,334599.7
2,1.0,680,4190,1.0,0,0,2,5,680,0,1906,0,47.6901,-122.358,1070,4175,11,2014,275000.0,232751.89
4,2.5,2720,10006,2.0,0,0,3,9,2720,0,1989,0,47.6295,-122.042,2720,10759,7,2014,594950.0,723049.6
4,2.5,4260,36360,1.5,0,0,4,8,4100,160,1935,0,47.764,-122.302,2430,17888,11,2014,635000.0,804017.1
3,1.75,2200,9840,1.0,0,0,5,8,1500,700,1978,0,47.559,-122.136,2410,9623,6,2014,689000.0,721274.5
3,2.0,1260,5460,1.0,0,0,3,7,1260,0,1972,0,47.7355,-122.18,1510,5460,3,2015,505000.0,378342.47
4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,47.7304,-122.082,2990,35001,3,2015,680000.0,902256.6
3,1.0,1500,4500,1.0,0,0,3,7,1120,380,1938,0,47.6873,-122.385,1440,4500,8,2014,578000.0,561846.5
3,1.0,840,5525,1.0,0,0,5,6,840,0,1969,0,47.3607,-122.085,920,5330,4,2015,191000.0,212382.84
3,2.5,2040,7503,2.0,0,0,3,8,2040,0,1987,0,47.5718,-122.021,2170,7503,3,2015,619000.0,576134.8
3,1.75,4060,136290,1.0,0,0,3,8,2810,1250,1995,0,47.4843,-121.719,1300,51836,4,2015,718000.0,636619.0
4,3.5,2710,2147,2.0,0,0,3,10,2220,490,2007,0,47.5468,-121.994,2650,2252,2,2015,690000.0,820865.1
4,2.75,2530,7350,1.0,0,0,5,8,1280,1250,1977,0,47.313,-122.374,2280,7350,6,2014,354950.0,361715.25
2,2.0,1130,1148,2.0,0,0,3,9,800,330,2007,0,47.6023,-122.314,1350,1201,7,2014,411000.0,479110.44
4,2.0,2280,43692,1.0,0,0,3,7,1140,1140,1957,1984,47.4067,-122.03,2580,37938,8,2014,446000.0,431739.97
4,2.0,2670,3240,1.5,0,0,4,9,1780,890,1930,0,47.5841,-122.294,1820,4000,7,2014,630000.0,856977.9
4,1.0,1620,4080,1.5,0,0,3,7,1620,0,1923,0,47.6696,-122.324,1760,4080,10,2014,485000.0,644524.44
3,2.25,2730,9388,1.0,0,0,3,7,1390,1340,1975,0,47.3785,-122.185,2255,5701,12,2014,345000.0,338606.2
4,3.5,3480,7232,2.0,0,0,3,9,2580,900,1926,2010,47.5859,-122.291,2380,5642,6,2014,1505000.0,1074135.2
4,2.0,1580,4800,1.5,0,2,3,7,1580,0,1912,0,47.5454,-122.383,1580,4800,2,2015,557510.0,606998.75
5,2.25,2450,9432,2.0,0,0,3,8,2450,0,1973,0,47.4519,-122.13,2310,9100,9,2014,359950.0,396185.62
3,2.25,2730,7521,2.0,0,2,3,9,2730,0,1992,0,47.7704,-122.196,2700,8204,3,2015,632000.0,664334.5
3,2.25,1370,1007,3.0,0,0,3,8,1330,40,2009,0,47.6682,-122.361,1570,1635,1,2015,524000.0,556653.7
2,1.0,1360,6120,1.0,0,0,3,7,1060,300,1947,0,47.6841,-122.291,1800,5100,4,2015,525000.0,600765.3
5,3.5,4150,13232,2.0,0,0,3,11,4150,0,2006,0,47.3417,-122.182,3840,15121,2,2015,635000.0,659647.5
4,2.5,3300,28433,2.0,0,0,3,9,3300,0,1998,0,47.5072,-122.112,3550,26386,7,2014,725000.0,770891.8
5,3.0,2660,7700,1.5,0,0,4,7,1670,990,1962,0,47.46,-122.174,1610,7700,4,2015,335000.0,366976.22
1,1.0,540,10125,1.0,0,0,3,5,540,0,1961,0,47.7739,-122.358,1840,10125,10,2014,345000.0,228037.77
3,1.75,1330,10523,1.0,0,0,3,7,1000,330,1981,0,47.4605,-122.206,1320,8775,7,2014,295500.0,234917.16
3,1.5,1610,5304,1.0,0,0,4,6,1610,0,1968,0,47.3632,-122.087,1060,5304,9,2014,215000.0,230207.06
4,2.5,2540,11500,1.0,0,0,4,8,1640,900,1979,0,47.5609,-122.15,2820,9800,4,2015,627500.0,798748.75
3,2.5,1850,3400,2.0,0,0,3,7,1850,0,2010,0,47.6871,-122.014,1850,3400,12,2014,359782.0,513491.56
3,2.5,1720,3581,2.0,0,0,3,7,1720,0,2011,0,47.6861,-122.013,1720,3600,1,2015,389700.0,455917.3
3,1.5,1690,6010,1.0,0,0,3,7,1230,460,1946,0,47.6955,-122.291,1690,5418,9,2014,440000.0,521202.84
2,1.75,1310,3816,1.0,0,0,2,7,1110,200,1929,0,47.679,-122.368,1510,3816,1,2015,505000.0,593639.75
2,1.0,830,7609,1.0,0,0,3,6,830,0,1943,0,47.5057,-122.348,1170,7609,11,2014,135000.0,231994.06
2,1.0,640,7768,1.0,0,0,3,6,640,0,1942,0,47.515,-122.359,840,7424,7,2014,165000.0,215577.0
3,1.75,1040,5097,1.0,0,0,4,7,800,240,1944,0,47.6385,-122.401,1630,5097,8,2014,619790.0,577375.75
3,1.75,2280,7800,1.0,0,3,4,8,1360,920,1941,0,47.6985,-122.387,2280,5200,8,2014,750000.0,887971.25
3,1.75,1370,14030,1.0,0,0,4,8,1370,0,1977,0,47.2969,-122.163,2100,15260,12,2014,235000.0,271643.1
3,2.25,1700,12615,1.0,0,0,4,7,1300,400,1990,0,47.6965,-122.197,1950,13163,3,2015,660000.0,558213.75
5,1.75,2230,7560,1.0,0,0,3,7,1230,1000,1959,0,47.5055,-122.26,1380,6570,3,2015,375000.0,304714.72
4,2.5,3160,8530,2.0,0,0,3,9,3160,0,2006,0,47.5075,-122.148,3160,6460,4,2015,650000.0,620851.9
4,2.5,2890,6322,2.0,0,0,3,8,2890,0,2011,0,47.3494,-122.044,2380,5738,9,2014,416000.0,406497.34
4,2.5,2540,5001,2.0,0,0,3,9,2540,0,2005,0,47.5423,-122.302,2360,6834,7,2014,487000.0,671729.6
3,1.5,1590,7936,1.0,0,0,3,7,1590,0,1956,0,47.5201,-122.366,1590,7936,3,2015,325000.0,448990.03
3,1.0,990,10125,1.0,0,0,3,7,990,0,1972,0,47.3422,-122.089,1360,10125,10,2014,222500.0,203001.16
4,1.75,1820,7700,1.0,0,0,4,7,1100,720,1955,0,47.7545,-122.357,1700,8500,9,2014,344900.0,423075.56
3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,0,47.5858,-122.015,2380,47480,3,2015,526000.0,507434.03
4,2.5,2120,13780,2.0,0,0,3,8,2120,0,1993,0,47.4987,-122.365,1880,12000,9,2014,403950.0,481417.56
4,2.5,3210,18901,2.0,0,0,3,10,3210,0,1993,0,47.709,-122.073,3330,18901,12,2014,825000.0,879990.75
4,2.5,2130,4467,2.0,0,0,3,8,2130,0,2014,0,47.5108,-122.363,1830,8160,2,2015,380000.0,487801.78
4,2.25,2130,8640,1.0,0,0,3,7,1430,700,1969,0,47.7087,-122.198,2120,8826,7,2014,530000.0,485856.53
3,2.25,1260,915,2.0,0,0,3,8,1020,240,2007,0,47.555,-122.363,1260,1056,8,2014,282000.0,352419.6
2,1.0,1330,4140,1.0,0,0,4,7,930,400,1919,1940,47.6802,-122.306,1410,5100,8,2014,443500.0,458363.0
3,2.25,1950,3600,1.5,0,0,5,8,1430,520,1911,0,47.637,-122.363,1950,3600,8,2014,850000.0,906257.25
3,1.0,1040,8925,1.0,0,0,4,6,1040,0,1961,0,47.3265,-122.335,1040,8925,2,2015,200000.0,189131.94
3,3.25,1600,1882,2.0,0,0,3,8,1360,240,2000,0,47.7151,-122.355,1390,1379,8,2014,345000.0,443791.4
4,2.25,2240,8376,1.0,0,0,3,8,1740,500,1984,0,47.6323,-122.029,1890,7875,11,2014,530000.0,569710.9
3,1.0,1020,4980,1.0,0,0,4,7,850,170,1941,0,47.7039,-122.34,970,4980,8,2014,350000.0,421155.72
6,1.75,2240,11180,2.0,0,0,4,7,2240,0,1955,0,47.42,-122.323,1590,7955,4,2015,279000.0,365928.6
4,2.75,2810,17674,1.0,0,0,4,8,1640,1170,1978,0,47.6745,-122.144,2400,11240,7,2014,600000.0,719764.75
3,2.0,1450,7300,1.5,0,0,5,7,1450,0,1955,0,47.7517,-122.342,1660,9069,9,2014,375000.0,437874.0
3,2.25,1800,9597,1.0,0,2,3,7,1200,600,1963,0,47.4516,-122.267,1700,13502,9,2014,319000.0,310057.1
4,2.5,2740,16007,2.0,0,0,3,9,2740,0,1984,0,47.6353,-122.229,2760,16008,6,2014,1225000.0,1334318.2
3,3.0,1260,1634,3.0,0,0,3,8,1260,0,1998,0,47.697,-122.349,1260,1135,10,2014,342000.0,404109.22
3,2.5,2283,3996,2.0,0,0,3,8,2283,0,2008,0,47.4221,-122.192,1760,3992,4,2015,389950.0,379263.03
3,1.75,1750,11461,2.0,0,0,4,7,1750,0,1976,0,47.3173,-122.21,2140,11276,6,2014,232603.0,282757.66
3,2.5,1950,7263,2.0,0,0,3,7,1950,0,2007,0,47.5194,-121.869,2190,5900,8,2014,409000.0,405340.97
3,1.75,2400,14012,1.0,0,0,3,9,2400,0,1971,0,47.3371,-122.325,2800,13988,2,2015,357000.0,410437.72
5,2.75,2510,28185,1.0,0,0,4,7,1600,910,1963,0,47.7719,-122.282,2910,14880,10,2014,569950.0,532850.2
4,2.5,2710,5880,2.0,0,0,3,9,2710,0,1998,0,47.3314,-122.172,2520,6000,5,2014,370000.0,405788.78
3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,47.508,-122.337,830,6120,9,2014,225000.0,288629.16
4,2.25,1720,7803,1.0,0,0,3,8,1350,370,1955,0,47.5119,-122.337,1720,7803,4,2015,336750.0,437056.8
4,2.5,1900,2766,2.0,0,0,3,8,1900,0,2014,0,47.543,-122.368,1900,2604,8,2014,425000.0,487887.53
3,1.75,1520,8835,1.0,0,0,4,7,1520,0,1957,0,47.6054,-122.118,1760,8580,8,2014,525000.0,499128.66
5,5.25,5090,23669,2.0,0,0,3,12,5090,0,2006,0,47.6297,-122.216,3830,22605,7,2014,3100000.0,3580599.8
3,1.0,1080,7486,1.5,0,0,3,6,990,90,1942,0,47.4838,-122.335,1170,7800,2,2015,228500.0,236943.0
4,1.0,1340,2006,1.5,0,0,3,7,1340,0,1931,0,47.6357,-122.373,2040,3625,4,2015,615000.0,733315.8
3,1.75,1820,9875,1.0,0,0,4,8,1820,0,1966,0,47.6243,-122.094,2670,10000,3,2015,539950.0,612314.9
3,1.0,1660,6992,1.0,0,0,5,7,1260,400,1952,0,47.7576,-122.318,1390,7359,8,2014,412000.0,416336.1
3,1.0,1660,21514,1.0,0,0,4,7,1660,0,1973,0,47.2159,-121.964,1660,21600,11,2014,220000.0,264879.44
3,1.5,1050,4590,1.0,0,0,3,7,850,200,1949,0,47.6943,-122.29,1770,5400,9,2014,438924.0,464260.53
5,3.5,4410,57063,2.0,0,0,4,9,4410,0,1990,0,47.6554,-122.018,2900,50529,7,2014,1095000.0,910543.5
2,1.0,930,6098,1.0,0,0,4,6,930,0,1919,0,47.5289,-122.03,1730,9000,10,2014,360000.0,373174.4
4,2.5,3130,12463,1.0,0,0,4,8,1620,1510,1978,0,47.569,-122.127,2740,11779,10,2014,675000.0,786021.0
5,2.5,2803,8550,1.0,0,0,3,8,2803,0,1963,2011,47.3032,-122.306,1810,8550,5,2015,379000.0,376637.72
3,1.75,1840,7350,1.0,0,0,3,8,1370,470,1974,0,47.6729,-122.166,1920,8518,3,2015,585000.0,584931.9
3,3.25,1490,857,3.0,0,0,3,8,1220,270,2001,0,47.6357,-122.324,1550,1092,11,2014,580000.0,618548.75
2,1.0,1230,2726,1.5,0,0,3,7,880,350,1920,0,47.6815,-122.359,1710,3750,9,2014,575000.0,552863.7
2,2.75,1992,10946,1.5,1,4,5,6,1288,704,1903,0,47.3551,-122.475,1110,8328,10,2014,429592.0,702405.4
5,2.0,1430,5600,1.5,0,0,3,6,1430,0,1947,0,47.5192,-122.266,1860,5980,5,2015,440000.0,295014.78
5,2.25,1780,7245,1.0,0,0,4,8,1330,450,1976,0,47.6946,-122.12,1780,7653,9,2014,472000.0,580718.3
2,2.0,1200,7131,1.0,0,0,3,8,1200,0,2006,0,47.7199,-122.022,1670,4601,1,2015,389000.0,423332.28
3,1.0,1130,7000,1.0,0,0,3,6,830,300,1944,0,47.7132,-122.283,1050,7000,2,2015,460000.0,332287.2
3,1.0,980,2490,2.0,0,0,4,6,980,0,1969,0,47.317,-122.182,980,3154,11,2014,90000.0,189074.45
4,1.75,1340,8700,1.5,0,0,3,6,1340,0,1958,0,47.4514,-122.287,1240,8700,5,2015,263000.0,250264.16
4,3.0,2530,4560,1.5,0,0,3,7,1540,990,1925,2014,47.6287,-122.3,1640,4560,9,2014,785950.0,844419.75
4,3.5,3390,3979,2.0,0,0,3,9,2610,780,2014,0,47.6482,-122.408,3350,4165,7,2014,1054690.0,1127684.2
4,2.75,3510,9400,2.0,0,0,3,9,3510,0,2014,0,47.4827,-122.131,3550,9429,7,2014,659950.0,614836.0
3,1.5,2400,8215,1.0,0,0,3,7,1200,1200,1961,0,47.5001,-122.338,1460,8217,12,2014,338000.0,338628.47
4,2.75,3310,6166,2.0,0,0,3,9,3310,0,2008,0,47.521,-121.877,3200,7027,5,2014,658000.0,682705.4
3,3.25,1370,1194,3.0,0,0,3,8,1370,0,2004,0,47.6718,-122.388,1800,2678,8,2014,469000.0,554588.0
4,2.0,1780,5336,1.5,0,0,5,6,930,850,1918,0,47.5094,-122.263,1910,10304,6,2014,315000.0,313028.3
4,2.25,2500,10062,1.0,0,0,3,8,1600,900,1975,0,47.639,-122.1,2500,9750,10,2014,615000.0,605344.1
4,2.5,2700,9320,2.0,0,0,4,8,2700,0,1994,0,47.6861,-122.198,2120,8056,6,2014,837500.0,899000.25
4,3.0,2570,4000,2.0,0,0,3,8,1750,820,1909,2014,47.6743,-122.313,1970,4000,8,2014,1180000.0,879573.3
4,3.5,2160,3600,2.0,0,0,3,8,1660,500,1998,0,47.6103,-122.297,1230,3840,8,2014,601000.0,661182.5
5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1926,2014,47.6074,-122.299,1680,4000,9,2014,575000.0,843411.25
5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,47.6635,-122.149,1900,9750,8,2014,570000.0,709496.2
4,3.5,3790,6874,2.5,0,0,3,9,3790,0,2010,0,47.6956,-122.022,3370,6535,2,2015,875000.0,902579.1
3,1.5,1030,8414,1.0,0,0,4,7,1030,0,1967,0,47.7654,-122.297,1750,8414,9,2014,301000.0,371786.97
4,2.5,3290,11446,2.0,0,0,3,8,3290,0,1992,0,47.7399,-122.234,2050,11933,5,2014,520000.0,595704.56
3,2.5,2100,7587,2.0,0,0,3,9,2100,0,1990,0,47.3072,-122.391,2330,8119,2,2015,317000.0,367465.22
4,2.5,2920,7700,2.0,0,0,3,9,2920,0,2003,0,47.7351,-121.975,2920,8943,6,2014,515500.0,640722.6
4,2.25,2170,10000,1.0,0,0,3,8,1420,750,1975,0,47.6219,-122.109,2390,11000,8,2014,546800.0,595788.94
2,1.0,970,10423,1.0,0,0,3,7,970,0,1947,0,47.7252,-122.331,1200,7857,10,2014,345000.0,303397.16
3,1.75,1200,9266,1.0,0,0,4,7,1200,0,1960,0,47.314,-122.208,1200,9266,9,2014,235000.0,211155.28
4,1.0,1440,8320,1.5,0,0,3,7,1440,0,1946,0,47.7529,-122.318,1440,9230,9,2014,395000.0,308790.2
5,1.75,1970,8925,1.0,0,0,5,7,1170,800,1977,0,47.2925,-122.196,1910,8025,9,2014,255000.0,278631.16
3,1.75,2130,8742,1.0,0,3,3,7,1330,800,1955,0,47.5057,-122.231,2380,7448,9,2014,361000.0,434384.03
4,1.75,2320,4322,1.0,0,0,3,7,1140,1180,1910,0,47.5755,-122.289,1820,4322,6,2014,480000.0,463197.72
4,3.25,1690,1321,2.0,0,0,3,8,1320,370,2014,0,47.678,-122.117,3080,4558,1,2015,519990.0,628252.06
3,1.0,2710,19000,2.0,0,3,4,7,2710,0,1950,0,47.4462,-122.359,2150,19000,6,2014,410000.0,615518.4
4,2.25,2260,11900,2.0,0,0,3,9,2260,0,1976,0,47.6415,-122.057,2470,11900,12,2014,605000.0,604523.1
4,3.5,3830,7150,2.0,0,0,3,9,3830,0,2014,0,47.7049,-122.126,3640,6055,10,2014,989990.0,1069048.5
3,1.5,860,3200,1.0,0,0,3,6,860,0,1929,0,47.6791,-122.362,1220,4300,4,2015,445000.0,477134.53
2,1.75,1990,6549,1.0,0,0,3,7,1170,820,1948,0,47.7,-122.296,1640,7202,12,2014,582500.0,534303.56
3,2.0,1340,10200,1.5,0,0,3,7,1340,0,1953,0,47.7756,-122.351,1420,10200,9,2014,339950.0,357753.34
